id,title,type,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,country,genre
tm44486,Heist,Movie,2001,R,107,0,6.5,36361,US,"Thriller, Drama, Action, Crime, European"
tm39487,Catch And Release,Movie,2006,PG-13,111,0,5.9,26157,US,"Romance, Comedy, Drama"
tm169949,Just Like Heaven,Movie,2005,PG-13,95,0,6.7,106755,US,"Drama, Romance, Fantasy, Comedy"
tm184913,Four Brothers,Movie,2005,R,109,0,6.8,144656,US,"Crime, Action, Drama, Thriller"
tm118637,John Q,Movie,2002,PG-13,116,0,7,131999,US,"Drama, Thriller, Crime"
tm58382,Not Another Teen Movie,Movie,2001,R,89,0,5.7,104604,US,Comedy
tm40009,21,Movie,2008,PG-13,123,0,6.8,247039,US,"Drama, Crime, History, Thriller"
tm154470,Terminator Salvation,Movie,2009,PG-13,110,0,6.5,357557,"US, DE, IT, GB","Thriller, Scifi, Fantasy, War, Action"
tm22294,Deck The Halls,Movie,2006,PG,93,0,5,27797,US,"Comedy, Family"
tm78067,The Girl Next Door,Movie,2007,R,91,0,6.5,26035,US,"Thriller, Drama, Crime, Horror"
tm148379,The Cat In The Hat,Movie,2003,PG,81,0,4,81971,US,"Fantasy, Comedy, Family"
tm21467,Final Destination 3,Movie,2006,R,93,0,5.8,139797,"CA, DE, US","Horror, Thriller, Action, Crime, Fantasy, European"
tm37546,Happy Feet,Movie,2006,PG,108,0,6.4,182612,AU,"Comedy, Fantasy, Animation, Family, Music, Romance"
tm30205,Ip Man,Movie,2008,R,108,0,8,221095,"HK, CN","Drama, Fantasy, Action, History"
tm159310,Coach Carter,Movie,2005,PG-13,130,0,7.3,143670,"US, DE","Drama, Sport, European"
tm89592,Blade: Trinity,Movie,2004,R,106,0,5.8,175210,US,"Action, Thriller, Fantasy, Horror, Scifi"
tm167516,Monster-In-Law,Movie,2005,PG-13,101,0,5.5,60693,"US, DE","Romance, Comedy"
tm88045,How Do You Know,Movie,2010,PG-13,121,0,5.4,49599,US,"Drama, Comedy, Romance"
tm111600,The Sweetest Thing,Movie,2002,R,84,0,5.1,58516,US,"Comedy, Romance"
tm143938,The Final Destination,Movie,2009,R,82,0,5.1,104166,US,"Horror, Fantasy, Scifi, Action, Thriller"
tm31187,The Other Boleyn Girl,Movie,2008,PG-13,115,0,6.7,111694,"GB, US","Romance, Drama, History"
tm141390,Friday The 13th,Movie,2009,R,97,0,5.5,105938,US,"Horror, Thriller"
tm74780,The Bucket List,Movie,2007,PG-13,97,0,7.4,242733,US,"Drama, Comedy, European"
tm150214,Freddy Vs. Jason,Movie,2003,R,97,0,5.7,117986,"IT, US","Horror, Action"
tm176528,Memoirs Of A Geisha,Movie,2005,PG-13,145,0,7.3,146847,"FR, JP, US","Drama, Romance, European"
tm102337,A Nightmare On Elm Street,Movie,2010,R,95,0,5.2,99192,US,"Horror, Thriller, Crime, Drama"
tm36188,Body Of Lies,Movie,2008,R,128,0,7.1,224896,"GB, US","Drama, Action, Thriller"
tm88382,A Cinderella Story,Movie,2004,PG,95,0,5.9,86395,"CA, US","Romance, Comedy, Family"
tm47523,Osmosis Jones,Movie,2001,PG,95,0,6.3,35711,US,"Animation, Action, Comedy, Crime, Family, Fantasy, Scifi"
tm24088,Scary Movie 4,Movie,2006,PG-13,83,0,5.1,120188,US,"Comedy, Horror"
tm137362,The Texas Chainsaw Massacre,Movie,2003,R,98,0,6.2,140741,US,"Horror, Crime"
tm177068,Fun With Dick And Jane,Movie,2005,PG-13,90,0,6.1,143998,US,"Comedy, Crime"
tm82442,Tmnt,Movie,2007,PG,87,0,6.2,64062,"US, HK","Animation, Comedy, Family, Fantasy, Scifi, Action"
tm90864,Due Date,Movie,2010,R,95,0,6.5,339626,US,"Drama, Comedy"
tm89684,New York Minute,Movie,2004,PG,87,0,4.8,23307,US,"Comedy, Crime, Family, Romance"
tm183963,Dreamer: Inspired By A True Story,Movie,2005,PG,106,0,6.8,13034,US,"Drama, Family, Sport, Fantasy"
tm27268,Monster House,Movie,2006,PG,91,0,6.6,114942,US,"Fantasy, Animation, Comedy, Family"
tm81270,Starsky & Hutch,Movie,2004,PG-13,101,0,6.1,145981,US,"Comedy, Crime"
tm137342,Tears Of The Sun,Movie,2003,R,121,0,6.6,121066,US,"Drama, Thriller, War, Action"
tm161263,The Cave,Movie,2005,PG-13,97,0,5.1,38445,"DE, US","Horror, Thriller, Scifi, Action, European"
tm26638,The Texas Chainsaw Massacre: The Beginning,Movie,2006,R,91,0,5.8,72366,US,"Horror, Thriller, Documentation"
tm31189,The Spiderwick Chronicles,Movie,2008,PG,96,0,6.5,94628,US,"Fantasy, Thriller, Action, Drama, Family"
tm165593,Rumor Has It...,Movie,2005,PG-13,97,0,5.5,57894,US,"Comedy, Drama, Romance"
tm78767,I Now Pronounce You Chuck & Larry,Movie,2007,PG-13,115,0,5.9,146625,US,"Comedy, Romance"
tm36644,World Trade Center,Movie,2006,PG-13,129,0,6,83129,US,"Thriller, History, Drama"
tm77649,Premonition,Movie,2007,PG-13,96,0,5.9,78119,US,"Thriller, Drama, Fantasy"
tm33113,Eagle Eye,Movie,2008,PG-13,118,0,6.6,185430,"US, DE","Thriller, Action, European"
tm43399,Lagaan: Once Upon A Time In India,Movie,2001,PG,224,0,8.1,111053,IN,"Drama, Romance, Sport"
tm147211,The Men Who Stare At Goats,Movie,2009,R,94,0,6.2,131564,"GB, US","Comedy, War"
tm29555,Friends With Money,Movie,2006,R,88,0,5.8,30186,US,"Romance, Comedy, Drama"
tm93225,Legend Of The Guardians: The Owls Of Ga'Hoole,Movie,2010,PG,100,0,6.9,82623,"US, AU","Fantasy, Family, Action, War, Drama, Thriller, Animation"
tm101334,Death At A Funeral,Movie,2010,R,92,0,5.6,49599,US,Comedy
tm141707,Blood And Bone,Movie,2009,R,93,0,6.7,33051,US,"Thriller, Action, Crime, Drama, Sport"
tm103095,Ip Man 2,Movie,2010,R,108,0,7.5,103673,"CN, HK","Drama, History, Sport, Action"
tm83786,Like Stars On Earth,Movie,2007,PG,165,0,8.3,188234,IN,"Drama, Family"
tm27168,Felon,Movie,2008,R,103,0,7.4,78039,US,"Crime, Thriller, Drama, Action"
tm114476,Stuart Little 2,Movie,2002,G,78,0,5.5,53746,US,"Comedy, Fantasy, Animation, Family"
tm130574,Did You Hear About The Morgans?,Movie,2009,PG-13,103,0,4.9,40289,US,"Comedy, Romance, Drama"
tm80339,Naruto: Ninja Clash In The Land Of Snow,Movie,2004,PG-13,82,0,6.6,6759,JP,"Comedy, Action, Animation, Fantasy"
tm165259,I Will Follow,Movie,2010,PG-13,76,0,5.9,865,US,Drama
tm97544,Alpha And Omega,Movie,2010,PG,88,0,5.1,14272,"IN, CA, US","Animation, Romance, Comedy, Family"
tm41508,First Sunday,Movie,2008,PG-13,96,0,4.5,10834,US,"Comedy, Crime, Drama"
tm170873,My Suicide,Movie,2009,R,107,0,7,1936,US,"Comedy, Drama"
tm150521,Accident,Movie,2009,R,89,0,6.6,3284,HK,Thriller
tm22540,Phir Hera Pheri,Movie,2006,Others,155,0,7.1,22505,IN,"Comedy, Crime"
tm177687,Naruto: Legend Of The Stone Of Gelel,Movie,2005,PG-13,96,0,6.4,4297,JP,"Fantasy, Comedy, Drama, Animation, Action"
tm61056,Dil Chahta Hai,Movie,2001,G,183,0,8.1,71167,IN,"Drama, Comedy, Romance"
tm138497,Trailer Park Boys: Countdown To Liquor Day,Movie,2009,R,101,0,7.3,7451,CA,"Comedy, Crime"
tm93612,Bleach The Movie: Hell Verse,Movie,2010,PG-13,94,0,7.4,2416,JP,"Fantasy, Animation, Action"
tm96037,Naruto Shippuden The Movie: The Lost Tower,Movie,2010,PG-13,85,0,6.9,3567,JP,"Action, Animation, Fantasy"
tm36164,Naruto Shippuden The Movie: Bonds,Movie,2008,PG-13,90,0,6.8,4473,JP,"Fantasy, Animation, Action"
tm147494,Naruto Shippuden The Movie: The Will Of Fire,Movie,2009,PG-13,95,0,7,3626,JP,"Action, Animation, Fantasy"
tm31564,Linewatch,Movie,2008,R,90,0,5.4,2862,US,"Thriller, Crime, Drama"
tm95238,The Boy Who Cried Werewolf,Movie,2010,G,97,0,5.9,3264,"US, CA","Fantasy, Horror, Comedy, Family"
tm74031,Kyaa Super Kool Hain Hum,Movie,2012,R,137,0,5,3885,IN,"Drama, Comedy"
tm54147,Dostana,Movie,2008,PG-13,145,0,6.5,14944,"US, IN","Drama, Comedy, Romance"
tm30170,Don,Movie,2006,PG-13,178,0,7.1,36836,IN,"Thriller, Crime, Action, European"
tm34524,"One Piece: Episode Of Chopper Plus: Bloom In The Winter, Miracle Cherry Blossom",Movie,2008,PG-13,95,0,7,1189,JP,"Action, Animation, Comedy, Drama, Fantasy"
tm106625,"Lsd: Love, Sex Aur Dhokha",Movie,2010,PG-13,108,0,7.2,5645,IN,"Drama, Comedy, Crime, Romance"
tm29731,Chup Chup Ke,Movie,2006,G,165,0,6.9,10528,IN,"Comedy, Drama, Romance"
tm142630,Ragini Mms 2,Movie,2014,PG-13,120,0,3.9,2870,IN,Horror
tm80455,Manorama Six Feet Under,Movie,2007,R,137,0,7.6,8043,IN,"Thriller, Crime, Drama"
tm75544,Dhan Dhana Dhan Goal,Movie,2007,PG,167,0,5,2603,IN,"Drama, Sport, Thriller"
tm157085,Effie Gray,Movie,2014,PG-13,85,0,6,5482,GB,"Drama, Romance"
tm78790,Namastey London,Movie,2007,PG,131,0,7.1,21745,IN,"Comedy, Drama, Romance"
tm44530,Fashion,Movie,2008,PG-13,167,0,6.9,12468,IN,"Romance, Drama"
tm102848,Peepli Live,Movie,2010,PG,104,0,7.4,12265,IN,"Drama, Comedy"
tm96595,Lakshya,Movie,2004,G,186,0,7.8,23076,IN,"Drama, Romance, War, Action"
tm60292,Argo,Movie,2012,R,120,0,7.7,600392,"US, GB","Drama, Thriller"
tm164877,Midnight In Paris,Movie,2011,PG-13,94,0,7.7,413541,"US, ES","Fantasy, Romance, Comedy"
tm166548,Warrior,Movie,2011,PG-13,140,0,8.2,463276,US,"Drama, Action, Sport"
tm32982,Les Misérables,Movie,2012,PG-13,157,0,7.5,325132,"GB, US","Drama, Romance, History, War"
tm161802,The Girl With The Dragon Tattoo,Movie,2011,R,158,0,7.8,454917,"NO, SE, US","Crime, Thriller, Drama"
tm158304,Contagion,Movie,2011,PG-13,106,0,6.8,300074,"US, AE","Thriller, Scifi, Action, Drama"
tm72140,Battleship,Movie,2012,PG-13,131,0,5.8,246008,US,"Scifi, Thriller, Action, Documentation"
tm37153,Killing Them Softly,Movie,2012,R,104,0,6.2,141289,US,"Crime, Thriller, Drama"
tm160433,Just Go With It,Movie,2011,PG-13,117,0,6.4,239367,US,"Romance, Comedy"
tm39896,Dark Shadows,Movie,2012,PG-13,113,0,6.2,262998,US,"Comedy, Fantasy, Horror"
tm178201,Sherlock Holmes: A Game Of Shadows,Movie,2011,PG-13,129,0,7.4,446531,"US, GB","Crime, Thriller, Action"
tm59428,Silver Linings Playbook,Movie,2012,R,122,0,7.7,697481,US,"Drama, Romance, Comedy"
tm176356,Sucker Punch,Movie,2011,PG-13,110,0,6,241111,"US, CA","Fantasy, Thriller, Action"
tm74848,Total Recall,Movie,2012,PG-13,120,0,6.2,252051,"CA, US","Thriller, Scifi, Crime, Action"
tm60844,Berserk: The Golden Age Arc I - The Egg Of The King,Movie,2012,NC-17,76,0,7.5,12278,JP,"Fantasy, War, Animation, Action, Drama, Horror"
tm160132,Soul Surfer,Movie,2011,PG,112,0,7,49101,US,"Drama, Family, Sport"
tm172716,Final Destination 5,Movie,2011,R,92,0,5.9,114505,US,"Horror, Thriller, Action, Fantasy, Documentation, European"
tm278681,Puss In Boots,Movie,2011,PG,79,0,6.6,156144,US,"Comedy, Animation, Family, Fantasy, Action"
tm40319,Savages,Movie,2012,R,131,0,6.4,129199,US,"Thriller, Action, Crime, Drama"
tm173624,Hall Pass,Movie,2011,R,105,0,5.9,125098,US,"Romance, Comedy"
tm62210,Rurouni Kenshin Part I: Origins,Movie,2012,PG-13,134,0,7.4,25793,JP,"Drama, War, Action, History"
tm167232,Unknown,Movie,2011,PG-13,113,0,6.8,259696,"GB, FR, DE","Action, Thriller, European"
tm173195,The Rite,Movie,2011,PG-13,114,0,6,96915,"US, HU, IT","Drama, Thriller, Horror"
tm175346,Mean Girls 2,Movie,2011,PG-13,96,0,4.1,23287,US,Comedy
tm160371,A Very Harold & Kumar Christmas,Movie,2011,R,108,0,6.2,69241,US,"Comedy, Fantasy, Romance"
tm174256,Red Riding Hood,Movie,2011,PG-13,100,0,5.4,111483,"CA, US","Fantasy, Thriller, Horror, Drama, Romance"
tm178106,Chillar Party,Movie,2011,G,140,0,7.5,7686,IN,"Drama, Comedy, Family"
tm59289,Rowdy Rathore,Movie,2012,PG-13,143,0,5.9,22243,IN,"Crime, Action, Comedy"
tm180532,Shaitan,Movie,2011,PG-13,126,0,7.3,8414,IN,"Action, Crime, Thriller, Drama"
tm185797,Fukrey,Movie,2013,PG-13,137,0,6.9,11656,IN,"Romance, Comedy, Drama"
tm35700,Paan Singh Tomar,Movie,2012,PG,135,0,8.2,35888,IN,"Drama, Sport, Thriller, Action, Crime"
tm172883,Game,Movie,2011,PG,135,0,5.2,2316,IN,"Thriller, Drama, Action, Crime, European"
tm164090,Lavell Crawford: Can A Brother Get Some Love?,Movie,2011,NC-17,90,0,6.9,230,US,"Comedy, Documentation"
tm59372,Arjun: The Warrior Prince,Movie,2012,G,96,0,6.7,14,IN,"Animation, Action, Drama"
tm339197,Chota Bheem Aur Ganesh In The Amazing Odyssey,Movie,2012,G,65,0,7.8,12,IN,Animation
tm200838,Chhota Bheem In Dholakpur To Kathmandu,Movie,2012,G,70,0,7.8,41,XX,Animation
tm481620,The Rise Of Kirmada,Movie,2012,G,68,0,8,53,IN,Animation
tm235979,My Friend Pinto,Movie,2011,PG,115,0,5.3,391,IN,"Comedy, Drama, Crime"
tm174289,Free Birds,Movie,2013,PG,91,0,5.8,23917,US,"Comedy, Family, Scifi, Animation"
tm140389,Paddington,Movie,2014,PG,96,0,7.2,111092,"FR, GB, US","Comedy, Animation, Family, Fantasy, European"
tm151663,Nightcrawler,Movie,2014,R,118,0,7.8,523686,US,"Crime, Thriller, Drama"
tm169422,Her,Movie,2013,R,126,0,8,586679,US,"Drama, Romance, Scifi"
tm140877,The Imitation Game,Movie,2014,PG-13,113,0,8,748654,"US, GB","Thriller, Drama, War"
tm171042,The Call,Movie,2013,R,94,0,6.7,120475,US,"Crime, Thriller, Drama, Horror, European"
tm148147,Big Eyes,Movie,2014,PG-13,106,0,7.2,51,"CA, US","Drama, Documentation, Crime, Romance"
tm183523,Oldboy,Movie,2013,R,104,0,5.7,75015,US,"Thriller, Action, Drama"
tm176864,Rush,Movie,2013,R,123,0,8.1,465254,"US, DE, GB","Drama, Action, Sport, European"
tm134967,How To Train Your Dragon 2,Movie,2014,PG,102,0,7.8,327565,US,"Fantasy, Comedy, Family, Animation, Action"
tm143227,Begin Again,Movie,2013,R,104,0,7.4,154049,US,"Comedy, Music, Romance, Drama"
tm175843,Dark Skies,Movie,2013,PG-13,97,0,6.3,75139,US,"Thriller, Horror, Scifi, Documentation"
tm181270,The Frozen Ground,Movie,2013,R,105,0,6.4,62183,US,"Thriller, Drama, Crime"
tm168400,Empire State,Movie,2013,R,94,0,5.2,21368,US,"Drama, Crime, Thriller, Action, European"
tm237143,Shrek The Musical,Movie,2013,PG-13,130,0,6.9,3634,US,"Fantasy, Family, Comedy"
tm176630,The Butler,Movie,2013,PG-13,132,0,7.2,114013,US,"Drama, European"
tm178712,Scary Movie 5,Movie,2013,PG-13,86,0,3.5,70814,US,"Comedy, Horror"
tm187979,Cloudy With A Chance Of Meatballs 2,Movie,2013,PG,95,0,6.3,100637,US,"Comedy, Family, Fantasy, Scifi, Drama, Animation"
tm161282,Penguins Of Madagascar,Movie,2014,PG,92,0,6.6,88708,US,"Comedy, Animation, Family, Scifi"
tm184608,Texas Chainsaw 3d,Movie,2013,R,92,0,4.8,49312,US,"Horror, Thriller"
tm161029,Mr. Peabody & Sherman,Movie,2014,PG,92,0,6.8,68790,US,"Action, Family, Animation, History, Scifi, Romance, Comedy, Fantasy"
tm143474,Vampire Academy,Movie,2014,PG-13,104,0,5.4,54190,US,"Fantasy, Horror, Thriller, Action, Comedy, Drama"
tm140342,"I, Frankenstein",Movie,2014,PG-13,92,0,5.1,80733,"AU, US","Horror, Thriller, Scifi, Action, Fantasy"
tm141648,Seventh Son,Movie,2014,PG-13,120,0,5.5,76395,"US, GB, CN, CA","Fantasy, Action"
tm142856,Sabotage,Movie,2014,R,109,0,5.7,63007,US,"Drama, Thriller, Western, Action, Crime"
tm181081,The Railway Man,Movie,2013,R,116,0,7.1,39743,"GB, AU, CH","Drama, European, War, Romance"
tm144121,Get On Up,Movie,2014,PG-13,139,0,6.9,24456,US,"Drama, Music"
tm154797,The Nut Job,Movie,2014,PG,85,0,5.7,28295,"CA, KR","Comedy, Crime, Family, Animation"
tm159796,Brick Mansions,Movie,2014,PG-13,90,0,5.6,42137,"CA, FR","Crime, Drama, Action, Thriller"
tm181533,The Big Wedding,Movie,2013,R,90,0,5.6,49549,US,"Comedy, Drama, Romance"
tm148976,The Battered Bastards Of Baseball,Movie,2014,R,80,0,8,3953,US,"Documentation, Sport"
tm157461,Coming Soon,Movie,2014,PG,134,0,7.5,33714,TR,"Drama, Comedy, Romance"
tm166628,The Smurfs 2,Movie,2013,PG,105,0,5.3,41571,US,"Fantasy, Animation, Comedy, Family"
tm171228,Metallica: Through The Never,Movie,2013,R,93,0,7.1,17433,US,Music
tm143757,Search Party,Movie,2014,R,93,0,5.6,7789,US,Comedy
tm143372,Stand By Me Doraemon,Movie,2014,G,90,0,7.3,7812,JP,"Fantasy, Animation, Comedy, Drama, Family, Scifi"
tm71148,Thanks For Sharing,Movie,2013,R,112,0,6.4,28204,US,"Drama, Comedy, Romance"
tm180599,The Haunting In Connecticut 2: Ghosts Of Georgia,Movie,2013,R,101,0,5.2,17170,US,"Horror, Thriller, Drama"
tm185208,Elena,Movie,2013,PG-13,82,0,7.6,1823,"US, BR","Documentation, European, Drama, Family"
tm167944,Berserk: The Golden Age Arc Iii - The Advent,Movie,2013,NC-17,110,0,7.8,9942,JP,"Fantasy, Action, Drama, Horror, Romance, Animation"
tm159362,A Haunted House 2,Movie,2014,R,86,0,4.6,21514,US,"Comedy, Horror, Fantasy"
tm172710,We Steal Secrets: The Story Of Wikileaks,Movie,2013,R,162,0,6.9,7873,US,Documentation
tm171929,The Short Game,Movie,2013,PG,100,0,7.3,1518,US,"Documentation, Sport"
tm147913,Pk,Movie,2014,PG-13,153,0,8.2,178012,IN,"Comedy, Drama, Romance, Fantasy, Scifi"
tm170919,Underdogs,Movie,2013,PG,106,0,6.5,9535,"AR, ES","Romance, Drama, Documentation, Sport, Animation, Family"
tm180643,Jinxed,Movie,2013,G,70,0,6.4,1444,"CA, US","Fantasy, Comedy, Family"
tm152843,Swearnet: The Movie,Movie,2014,R,112,0,6.1,2652,CA,Comedy
tm120108,Kung Fu Panda 3,Movie,2016,PG,95,0,7.1,152791,"US, CN","Comedy, Animation, Action, Family, Fantasy, Drama"
tm206698,Ouija: Origin Of Evil,Movie,2016,PG-13,99,0,5.3,6,US,"Thriller, Horror, Drama"
tm239727,Nocturnal Animals,Movie,2016,R,115,0,7.5,264884,US,"Drama, Thriller"
tm199607,The Gift,Movie,2015,R,108,0,7.1,151679,"AU, US","Thriller, Drama, Documentation"
tm204163,War Dogs,Movie,2016,R,114,0,7.1,208185,US,"Crime, Drama, Comedy, War"
tm135307,Blackhat,Movie,2015,R,133,0,5.4,58192,US,"Thriller, Action, Crime"
tm138905,The Hateful Eight,Movie,2015,R,188,0,7.8,570138,US,"Western, Crime, Drama, Thriller"
tm137693,Crimson Peak,Movie,2015,R,119,0,6.5,143899,US,"Thriller, Drama, Horror, Romance, Fantasy"
tm136465,Tangerine,Movie,2015,R,87,0,7.1,31385,US,"Comedy, Drama, Crime"
tm120609,"Hail, Caesar!",Movie,2016,PG-13,106,0,6.3,132821,US,"Drama, Comedy, Music"
tm233377,The Edge Of Seventeen,Movie,2016,R,104,0,7.3,120488,US,"Comedy, Drama"
tm233425,A Silent Voice: The Movie,Movie,2016,PG-13,130,0,8.1,75132,JP,"Romance, Animation, Drama, Family"
tm143984,London Has Fallen,Movie,2016,R,99,0,5.9,155997,"BG, GB, US","Thriller, Crime, Drama, Action"
tm234292,The Heirs,Movie,2015,Others,71,0,5.7,224,MX,Drama
tm212927,Mr. Right,Movie,2016,R,95,0,6.3,55118,US,"Comedy, Romance, Action"
tm143085,Chappie,Movie,2015,R,120,0,6.8,247192,"MX, ZA, US","Scifi, Drama, Thriller, Action, Crime"
tm209987,Christine,Movie,2016,R,115,0,6.9,14977,US,Drama
tm137002,Bāhubali: The Beginning,Movie,2015,PG-13,159,0,8,117333,IN,"Drama, Action, Fantasy"
tm239676,Hush,Movie,2016,R,82,0,6.6,123667,US,"Horror, Thriller"
tm138297,The Conjuring 2,Movie,2016,R,134,0,7.3,260693,US,"Thriller, Horror, Drama"
tm245271,Gantz:O,Movie,2016,NC-17,95,0,7.1,14501,JP,"Animation, Scifi, Action, Drama, Fantasy, Thriller, Horror"
tm134791,Unfriended,Movie,2015,R,82,0,5.5,73854,US,"Thriller, Horror, Drama"
tm135106,In A Valley Of Violence,Movie,2016,R,104,0,6,18452,US,"Thriller, Western, Drama, Crime, Action"
tm196125,"Hello, My Name Is Doris",Movie,2015,R,95,0,6.6,20377,US,"Romance, Comedy, Drama"
tm196296,A Monster Calls,Movie,2016,PG-13,108,0,7.5,86614,"ES, US, GB","Fantasy, Drama, Thriller, Animation, Family, European"
tm233214,Under The Shadow,Movie,2016,PG-13,84,0,6.8,27125,"GB, IR, JO, QA","Thriller, Horror, War, Drama, Fantasy"
tm219233,Loving,Movie,2016,PG-13,123,0,7,34139,"GB, US","Drama, Romance"
tm199700,The Danish Girl,Movie,2015,R,119,0,7.1,180805,"DE, GB, US, BE, DK","Drama, Romance, European"
tm200126,He Never Died,Movie,2015,R,99,0,6.4,19936,"CA, US","Horror, Fantasy, Drama, Thriller, Comedy"
tm132273,Home,Movie,2015,PG,95,0,6.6,100705,US,"Fantasy, Scifi, Comedy, Family, Animation"
tm139532,Before I Wake,Movie,2016,PG-13,97,0,6.2,45243,US,"Drama, Fantasy, Horror, Thriller"
tm219248,The Fundamentals Of Caring,Movie,2016,R,97,0,7.3,70542,US,"Drama, Comedy"
tm239743,Batman: The Killing Joke,Movie,2016,R,72,0,6.4,55806,US,"Drama, Crime, Thriller, Animation, Action"
tm138614,Cop Car,Movie,2015,R,86,0,6.3,32547,US,"Thriller, Crime"
tm205890,Bastille Day,Movie,2016,R,92,0,6.3,42763,"US, FR, LU, GB","Action, Drama, Thriller, Crime"
tm139841,Sinister 2,Movie,2015,R,97,0,5.3,53733,"GB, US, CA","Horror, Thriller"
tm208622,American Ultra,Movie,2015,R,96,0,6.1,89912,"US, CH","Comedy, Action, Scifi"
tm138792,Results,Movie,2015,R,105,0,5.4,7073,US,"Comedy, Romance"
tm308241,Legends Of The Hidden Temple,Movie,2016,PG,68,0,5.7,896,US,Family
tm205870,Message From The King,Movie,2016,R,102,0,6.4,16180,FR,"Thriller, Drama, Action, Crime, European"
tm232953,Sleight,Movie,2016,R,89,0,5.9,8644,US,"Thriller, Crime, Drama, Scifi, Action"
tm233493,Middle School: The Worst Years Of My Life,Movie,2016,PG,92,0,6,8972,US,"Comedy, Family, Animation"
tm140436,Rock The Kasbah,Movie,2015,R,100,0,5.5,11963,"MA, US","Comedy, Music, War"
tm209950,Kevin Hart: What Now?,Movie,2016,R,96,0,5.9,9458,US,"Comedy, Documentation"
tm205935,Extraction,Movie,2015,R,92,0,4.1,11180,"GB, US","Thriller, Action"
tm233482,The Foreigner,Movie,2017,R,113,0,7,112487,"IN, CN, US, GB","Thriller, Action, Crime, Drama, European"
tm271951,Apostle,Movie,2018,R,130,0,6.3,51038,"US, GB","Thriller, Horror, Drama, Fantasy"
tm371380,The Package,Movie,2018,R,94,0,5.5,17226,US,"Comedy, Drama, Thriller"
tm310899,Mary Magdalene,Movie,2018,R,120,0,5.9,10234,"GB, US, AU",Drama
tm267401,The Invisible Guest,Movie,2017,R,107,0,8,170351,ES,"Thriller, Crime, Drama, European"
tm239286,The Cloverfield Paradox,Movie,2018,PG-13,102,0,5.5,102759,US,"Thriller, Horror, Scifi, Drama, Action"
tm414285,Abducted In Plain Sight,Movie,2018,G,91,0,6.8,18165,US,"Crime, Documentation, Thriller, Drama"
tm244192,Annabelle: Creation,Movie,2017,R,110,0,6.5,129883,US,"Horror, Thriller"
tm270895,I Am Not Your Negro,Movie,2017,R,93,0,7.9,21632,"BE, FR, US","Documentation, History, European"
tm374132,Bird Box,Movie,2018,R,124,0,6.6,325194,US,"Thriller, Drama, Horror, Scifi"
tm244175,The Zookeeper'S Wife,Movie,2017,PG-13,122,0,7,42808,"GB, US, CZ","Drama, War, History"
tm319818,Outlaw King,Movie,2018,R,121,0,6.9,69834,"GB, US","Drama, Action, History, War"
tm313683,Veronica,Movie,2017,R,105,0,6.2,40254,ES,Horror
tm244332,Beirut,Movie,2018,R,109,0,6.4,21843,US,"Thriller, Action, Crime, Drama"
tm315340,The Night Comes For Us,Movie,2018,R,121,0,6.9,25500,ID,"Thriller, Action"
tm414887,Destination Wedding,Movie,2018,R,84,0,6,28933,US,"Romance, Comedy, Drama"
tm366567,When We First Met,Movie,2018,PG-13,97,0,6.4,48215,US,"Fantasy, Comedy, Romance"
tm310706,Extinction,Movie,2018,R,96,0,5.8,51781,US,"Drama, Thriller, Scifi, Action"
tm410435,To All The Boys I'Ve Loved Before,Movie,2018,PG-13,100,0,7.1,101175,US,"Romance, Comedy, Drama"
tm244229,Everybody Knows,Movie,2018,R,132,0,6.9,34009,"IT, ES, FR","Drama, Crime, Thriller, European"
tm321703,Home Again,Movie,2017,PG-13,97,0,5.8,31620,US,"Drama, Romance, Comedy"
tm414220,Little Italy,Movie,2018,R,102,0,5.7,14492,"US, CA","Romance, Comedy"
tm139545,The Outsider,Movie,2018,R,120,0,6.2,25223,US,"Crime, Thriller, Action, Drama"
tm434008,Banana Split,Movie,2018,R,88,0,6.2,3190,US,Comedy
tm317566,Creep 2,Movie,2017,R,80,0,6.4,24468,US,"Horror, Thriller, Crime, Drama"
tm417496,Dumplin',Movie,2018,PG-13,110,0,6.5,33206,US,"Comedy, Drama"
tm433228,Red Joan,Movie,2018,R,101,0,6.4,12124,GB,"Thriller, Drama, History, Romance"
tm244325,Mute,Movie,2018,R,126,0,5.4,34788,"GB, DE","Thriller, Drama, Scifi"
tm316414,Hell Fest,Movie,2018,R,89,0,5.5,16610,US,"Horror, Thriller"
tm311921,Small Town Crime,Movie,2018,R,91,0,6.6,11167,US,"Thriller, Crime"
tm370212,Adrift,Movie,2018,PG-13,96,0,6.6,54750,"HK, IS, US","Thriller, Drama, Romance, Action, European"
tm410742,Happy As Lazzaro,Movie,2018,PG-13,125,0,7.5,17716,"IT, CH, FR","Fantasy, Drama, European"
tm281935,A Bad Moms Christmas,Movie,2017,R,104,0,5.6,49478,US,Comedy
tm323634,A-X-L,Movie,2018,PG-13,98,0,5.3,11785,US,"Scifi, Family, Thriller, Action, Drama"
tm139885,The Other Side Of The Wind,Movie,2018,R,122,0,6.7,7104,"US, FR, IR","Drama, European"
tm348993,22 July,Movie,2018,R,143,0,6.8,33246,"NO, US, IS","Thriller, History, Crime, Drama, European"
tm285107,Victoria & Abdul,Movie,2017,PG-13,112,0,6.8,35458,"GB, US","Drama, History"
